OrderID,OrderDate,ProductID,RegionID,Quantity,UnitPrice,Revenue,Cost,OrderStatus
ORD-1738,2024-07-21,P010,R08,21,176.0,3696.0,2940,Completed
ORD-1739,2024-08-28,P002,R05,34,140.51,4777.34,4080,Completed
ORD-1740,2025-05-12,P008,R06,47,128.04,6017.88,4465,Completed
ORD-1741,2024-06-05,P010,R06,23,201.26,4628.98,3220,Completed
ORD-1742,2024-11-16,P004,R04,63,288.11,18150.93,13230,Completed
ORD-1743,2025-01-03,P003,R06,29,109.55,3176.95,2465,Completed
ORD-1744,2024-11-08,P008,R02,17,127.65,2170.05,1615,Completed
ORD-1745,2024-10-14,P003,R04,21,116.46,2445.66,1785,Completed
ORD-1746,2024-03-18,P001,R01,33,59.57,1965.81,1485,Completed
ORD-1747,2024-08-05,P001,R05,30,63.82,1914.6,1350,Completed
ORD-1748,2025-10-31,P003,R06,37,103.44,3827.28,3145,Completed
ORD-1749,2024-10-24,P003,R08,40,110.77,4430.8,3400,Completed
ORD-1750,2025-05-29,P001,R04,47,60.99,2866.53,2115,Completed
ORD-1751,2024-05-23,P008,R03,13,125.39,1630.07,1235,Completed
ORD-1752,2024-05-29,P008,R06,4,115.49,461.96,380,Completed
ORD-1753,2024-03-05,P005,R06,13,406.99,5290.87,4550,Completed
ORD-1754,2025-01-04,P007,R08,28,254.6,7128.8,5040,Completed
ORD-1755,2025-10-26,P006,R02,64,93.63,5992.32,4160,Completed
ORD-1756,2024-10-07,P005,R03,31,471.14,14605.34,10850,Completed
ORD-1757,2025-10-31,P002,R05,35,173.02,6055.7,4200,Completed
ORD-1758,2025-02-19,P006,R06,28,90.21,2525.88,1820,Completed
ORD-1759,2024-01-07,P009,R03,24,65.98,1583.52,1320,Completed
ORD-1760,2025-10-20,P005,R04,15,422.13,6331.95,5250,Completed
ORD-1761,2024-05-01,P004,R07,23,286.88,6598.24,4830,Completed
ORD-1762,2025-05-05,P008,R04,44,113.85,5009.4,4180,Completed
ORD-1763,2024-01-23,P004,R01,8,277.63,2221.04,1680,Completed
ORD-1764,2025-10-06,P009,R01,52,65.67,3414.84,2860,Completed
ORD-1765,2024-07-03,P009,R07,38,79.24,3011.12,2090,Completed
ORD-1766,2025-11-08,P005,R02,23,449.67,10342.41,8050,
ORD-1767,2025-05-08,P003,R04,32,113.07,3618.24,2720,Completed
ORD-1768,2024-07-05,P010,R05,11,191.42,2105.62,1540,Completed
ORD-1769,2025-04-09,P010,R02,16,176.88,2830.08,2240,Completed
ORD-1770,2024-01-17,P004,R07,8,279.65,2237.2,1680,Completed
ORD-1771,2025-09-21,P010,R01,45,182.14,8196.3,6300,Completed
ORD-1772,2025-05-08,P003,R01,51,114.31,5829.81,4335,Completed
ORD-1773,2025-01-14,P001,R07,14,64.42,901.88,630,Completed
ORD-1774,2025-01-25,P006,R02,26,77.36,2011.36,1690,Completed
ORD-1775,2024-08-26,P002,R05,34,169.56,5765.04,4080,Completed
ORD-1776,2024-07-12,P001,R01,36,58.8,2116.8,1620,Completed
ORD-1777,2025-01-19,P004,R06,25,264.32,6608.0,5250,Completed
ORD-1778,2025-10-29,P010,R05,24,196.91,4725.84,3360,Completed
ORD-1779,2025-01-09,P010,R05,41,177.69,7285.29,5740,Completed
ORD-1780,2025-07-19,P009,R08,14,69.36,971.04,770,Completed
ORD-1781,2024-09-16,P005,R06,51,444.3,22659.3,17850,Completed
ORD-1782,2025-11-06,P002,R04,46,166.19,7644.74,5520,Pending
ORD-1783,2024-04-12,P004,R07,20,291.95,5839.0,4200,Completed
ORD-1784,2025-12-01,P001,R03,41,64.77,2655.57,1845,Completed
ORD-1785,2024-04-03,P003,R08,36,108.85,3918.6,3060,Completed
ORD-1786,2024-08-15,P006,R02,34,75.49,2566.66,2210,Completed
ORD-1787,2025-02-14,P010,R05,40,201.47,8058.8,5600,Completed
ORD-1788,2024-06-28,P008,R08,2,115.0,230.0,190,Completed
ORD-1789,2025-06-14,P005,R04,4,484.82,1939.28,1400,Completed
ORD-1790,2025-12-16,P004,R03,72,243.77,17551.44,15120,Completed
ORD-1791,2024-01-01,P003,R02,15,117.63,1764.45,1275,Completed
ORD-1792,2025-02-08,P007,R04,30,207.83,6234.9,5400,Completed
ORD-1793,2024-04-02,P009,R05,43,76.94,3308.42,2365,Pending
ORD-1794,2024-12-22,P006,R05,22,86.57,1904.54,1430,Completed
ORD-1795,2025-02-17,P010,R01,15,168.35,2525.25,2100,Completed
ORD-1796,2025-07-26,P002,R05,25,172.09,4302.25,3000,Completed
ORD-1797,2024-09-20,P009,R05,50,70.56,3528.0,2750,Completed
ORD-1798,2025-05-10,P004,R06,35,284.44,9955.4,7350,Completed
ORD-1799,2024-01-29,P008,R02,14,111.18,1556.52,1330,Completed
ORD-1800,2024-08-13,P004,R06,23,301.69,6938.87,4830,Completed
